User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Charging Duration (hours),Charging Rate(Kw),Charging Cost (USD),Time of Day,Energy Consumed (kwh),Day of Week,State of Charge (Start %),Distance Driven (since last charge) (km),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Latitude,Longitude,Calculation1,Calculation2,Calculation3
User_247,BMW i3,100,Station_200,New York,11-01-2024 06:00:00,11-01-2024 08:51:00,3.839544843,28.461752588,13.524129107,Afternoon,59.781219876,Tuesday,72.521852085,134.384658333,69.185865527,18.129592437,6,Level 2,Casual Driver,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_248,Tesla Model 3,94.824029152,Station_308,Los Angeles,11-01-2024 07:00:00,11-01-2024 10:53:00,2.974836267,10.894668581,68.931688289,Afternoon,76.358197917,Saturday,80.678859387,213.490607912,64.033685513,36.467508909,5,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_249,BMW i3,100,Station_356,San Francisco,11-01-2024 08:00:00,11-01-2024 11:24:00,1.708970701,48.788684656,17.898531567,Evening,60.410103745,Thursday,77.006817850,99.542583307,82.530965220,12.870493972,2,DC Fast Charger,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_250,Chevy Bolt,85,Station_373,Chicago,11-01-2024 09:00:00,11-01-2024 10:11:00,3.430646018,35.390405227,36.908955250,Night,44.785489040,Friday,20.083042454,283.902693370,76.262955687,10.649007274,6,DC Fast Charger,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_251,Tesla Model 3,75,Station_118,San Francisco,11-01-2024 10:00:00,11-01-2024 12:03:00,3.382077829,24.646181905,27.523741740,Afternoon,22.227673652,Friday,30.814653687,227.542257116,57.707547332,0.510519698,1,DC Fast Charger,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_252,BMW i3,100,Station_263,Houston,11-01-2024 11:00:00,11-01-2024 14:09:00,2.312877329,18.209034298,24.413748390,Morning,22.275712408,Wednesday,83.640210091,114.540681380,59.259171905,21.749940963,3,DC Fast Charger,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_253,BMW i3,85,Station_46,San Francisco,11-01-2024 12:00:00,11-01-2024 13:01:00,2.525432776,43.009869743,12.291979377,Evening,29.013966455,Saturday,70.247974382,199.638102120,92.498143915,1.081182965,3,Level 1,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_254,Chevy Bolt,75,Station_302,Houston,11-01-2024 13:00:00,11-01-2024 16:19:00,2.710755713,28.401578555,20.040942144,Night,61.117528737,Sunday,28.715891302,172.667398783,52.961169859,-3.133508581,1,Level 2,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_255,Tesla Model 3,62,Station_356,Los Angeles,11-01-2024 14:00:00,11-01-2024 17:09:00,3.575625486,12.163397214,24.209287059,Night,65.550921590,Sunday,47.910629868,153.220969122,97.306845886,28.694656949,3,Level 1,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_256,Chevy Bolt,50,Station_400,San Francisco,11-01-2024 15:00:00,11-01-2024 15:55:00,0.624618293,10.566450938,36.693990428,Evening,76.579767653,Wednesday,47.058938859,33.627512610,71.889862447,16.467568638,0,Level 1,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_257,Tesla Model 3,50,Station_408,Los Angeles,11-01-2024 16:00:00,11-01-2024 18:24:00,0.853087098,23.619226327,19.542375594,Evening,37.093601764,Thursday,53.705111800,180.147856120,53.295682335,14.726961211,7,DC Fast Charger,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_258,Hyundai Kona,100,Station_189,Los Angeles,11-01-2024 17:00:00,11-01-2024 19:38:00,3.210926146,24.646181905,35.070840181,Morning,56.357986871,Wednesday,25.435919395,233.913958357,68.932573563,5.855527431,0,Level 2,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_259,Nissan Leaf,85,Station_310,New York,11-01-2024 18:00:00,11-01-2024 19:25:00,1.046854400,4.109925423,10.033691934,Evening,6.354516482,Saturday,47.200530577,40.663189587,85.127749348,-0.230726769,5,DC Fast Charger,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_260,Nissan Leaf,62,Station_318,Los Angeles,11-01-2024 19:00:00,11-01-2024 21:31:00,3.078528493,14.163437720,22.670355454,Evening,60.522729492,Saturday,25.511673151,219.115406522,64.213877385,-8.823314271,4,DC Fast Charger,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_261,Nissan Leaf,50,Station_129,Los Angeles,11-01-2024 20:00:00,11-01-2024 22:15:00,3.731488455,28.549558653,12.881878488,Night,49.621511659,Monday,43.909880487,260.685165785,98.388608096,11.257475676,6,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_262,Chevy Bolt,100,Station_49,San Francisco,11-01-2024 21:00:00,11-01-2024 23:39:00,1.253314562,13.619052137,31.936115687,Afternoon,54.126087254,Thursday,69.634788029,175.206210107,88.991475309,-9.824642409,7,Level 2,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_263,Hyundai Kona,45.380218482,Station_25,San Francisco,11-01-2024 22:00:00,11-01-2024 23:50:00,3.239292539,36.475808205,36.612367720,Afternoon,13.088994842,Saturday,16.781092818,233.571740871,91.514782480,-1.396398323,3,Level 1,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_264,Tesla Model 3,75,Station_266,Chicago,11-01-2024 23:00:00,12-01-2024 02:07:00,1.910624211,15.100986774,36.544308775,Night,7.424244899,Saturday,61.364259812,153.596787736,59.941034543,22.184911849,5,DC Fast Charger,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_265,BMW i3,143.475209745,Station_118,New York,12-01-2024 00:00:00,12-01-2024 02:29:00,3.310831016,5.130814496,31.220198329,Evening,47.086336000,Thursday,85.188476712,35.083629466,76.402606872,13.410154829,7,DC Fast Charger,Casual Driver,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_266,Tesla Model 3,100,Station_464,Los Angeles,12-01-2024 01:00:00,12-01-2024 04:48:00,0.504787945,24.646181905,23.599533414,Morning,40.480082812,Sunday,48.537776321,269.496567518,78.143093364,-5.887922836,6,DC Fast Charger,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_267,BMW i3,85,Station_144,New York,12-01-2024 02:00:00,12-01-2024 03:21:00,0.865213147,21.269704738,15.832813557,Afternoon,56.821352470,Tuesday,17.451240724,263.744879044,53.850174625,39.802406246,2,Level 2,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_268,Tesla Model 3,75,Station_442,Houston,12-01-2024 03:00:00,12-01-2024 05:00:00,2.651650861,5.092837674,32.239952816,Evening,36.531879401,Sunday,80.020928613,97.725758544,75.525947386,11.301642472,7,DC Fast Charger,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_269,Hyundai Kona,100,Station_200,Los Angeles,12-01-2024 04:00:00,12-01-2024 06:46:00,1.986253900,34.965097138,25.391603801,Afternoon,58.151062888,Tuesday,17.460975833,236.833184641,82.131137747,35.589301174,7,DC Fast Charger,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_270,BMW i3,10.189286767,Station_157,New York,12-01-2024 05:00:00,12-01-2024 05:51:00,3.333555448,28.596306463,5.086397605,Night,63.594271534,Monday,18.284235371,149.956949472,63.025122573,2.790844167,4,DC Fast Charger,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_271,Chevy Bolt,85,Station_487,Chicago,12-01-2024 06:00:00,12-01-2024 07:03:00,2.314931146,30.643920475,36.425342618,Afternoon,55.415049767,Sunday,88.070895042,176.932958127,64.808136513,-8.428028851,5,DC Fast Charger,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_272,Tesla Model 3,50,Station_348,Chicago,12-01-2024 07:00:00,12-01-2024 09:19:00,3.380834531,9.137049424,11.496514175,Night,12.919879702,Saturday,48.083411756,188.601880521,71.158742572,-2.411919304,4,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_273,Tesla Model 3,75,Station_134,Los Angeles,12-01-2024 08:00:00,12-01-2024 09:18:00,3.372738572,31.881822273,18.527820191,Night,70.244717180,Thursday,72.549295069,34.522411419,91.901780092,7.136485622,4,Level 2,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_274,BMW i3,50,Station_400,Houston,12-01-2024 09:00:00,12-01-2024 11:38:00,1.161237734,22.061905572,35.041753478,Night,47.904097939,Thursday,48.975342023,32.237616796,75.490404042,-2.996197815,5,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_275,Chevy Bolt,62,Station_148,Chicago,12-01-2024 10:00:00,12-01-2024 11:42:00,3.878900409,14.880153191,32.074788132,Morning,59.148272135,Tuesday,40.003893571,153.596787736,57.348292050,-1.864065534,3,Level 2,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_276,Chevy Bolt,75,Station_336,Chicago,12-01-2024 11:00:00,12-01-2024 12:53:00,3.465256587,5.335241683,37.459128651,Evening,6.462698571,Sunday,88.221023077,153.596787736,91.943318288,38.411834298,4,DC Fast Charger,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_277,Hyundai Kona,100,Station_71,Houston,12-01-2024 12:00:00,12-01-2024 13:22:00,3.893154871,26.977422864,11.287504381,Night,79.002259706,Friday,22.533751567,39.746007229,93.297830097,7.684356808,3,Level 2,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_278,Chevy Bolt,78.383735357,Station_233,New York,12-01-2024 13:00:00,12-01-2024 15:09:00,2.805178781,32.211730988,10.471010942,Night,19.916877720,Friday,43.909979475,205.643988747,80.058546430,10.384842627,7,Level 1,Casual Driver,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_279,Chevy Bolt,62,Station_334,Chicago,12-01-2024 14:00:00,12-01-2024 16:33:00,3.516353117,23.618123845,16.971085913,Afternoon,73.229512845,Saturday,14.078141077,153.596787736,60.688775547,35.833595457,5,DC Fast Charger,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_280,Chevy Bolt,75,Station_299,San Francisco,12-01-2024 15:00:00,12-01-2024 18:17:00,3.216985824,14.767890759,15.670141677,Evening,15.058971703,Tuesday,49.868120868,68.523183947,82.179642742,28.056577679,1,Level 1,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_281,Nissan Leaf,62,Station_154,Chicago,12-01-2024 16:00:00,12-01-2024 17:14:00,2.674690075,40.196900338,34.869095276,Morning,12.132557804,Saturday,32.071905354,92.115867243,77.491956058,25.203501728,7,Level 1,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_282,Hyundai Kona,100,Station_90,New York,12-01-2024 17:00:00,12-01-2024 20:45:00,2.300005034,19.021088746,35.157281817,Morning,30.533081007,Wednesday,52.910502862,132.604601761,67.218740820,2.331115164,6,Level 1,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_283,Tesla Model 3,50,Station_334,New York,12-01-2024 18:00:00,12-01-2024 20:46:00,2.424679355,11.161935289,26.165414187,Afternoon,20.353546070,Thursday,109.265794326,116.184082098,82.333834450,2.770322017,1,Level 2,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_284,BMW i3,50,Station_199,Los Angeles,12-01-2024 19:00:00,12-01-2024 21:14:00,2.133503628,24.646181905,37.208590600,Morning,6.479430985,Sunday,52.616264564,77.797970056,83.353745441,26.616977602,0,Level 1,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_285,Tesla Model 3,100,Station_161,San Francisco,12-01-2024 20:00:00,12-01-2024 22:59:00,1.827241672,6.291013588,25.543545230,Afternoon,14.018823993,Sunday,58.996115877,22.540477244,90.813519872,33.281956031,7.515308690,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_286,Hyundai Kona,85,Station_26,New York,12-01-2024 21:00:00,12-01-2024 23:55:00,1.399519752,49.159685682,8.021784138,Evening,61.830120838,Saturday,36.846896815,80.997320706,92.679512847,-2.341554226,0,Level 1,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_287,BMW i3,75,Station_121,Houston,12-01-2024 22:00:00,13-01-2024 01:53:00,1.303555581,43.161387374,28.151646374,Afternoon,51.621690934,Monday,22.787479040,185.952152112,58.662494386,7.936964701,7,Level 1,Casual Driver,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_288,Hyundai Kona,100,Station_301,San Francisco,12-01-2024 23:00:00,13-01-2024 01:15:00,0.891295897,21.630106536,9.969727208,Afternoon,13.319017316,Sunday,81.559323590,87.304156542,177.708666473,38.771438083,7,Level 2,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_289,Chevy Bolt,85,Station_212,San Francisco,13-01-2024 00:00:00,13-01-2024 01:12:00,2.667014976,19.596360359,27.898224887,Night,37.642303851,Friday,34.928753224,153.596787736,79.459149631,-9.679928907,0,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_290,BMW i3,75,Station_63,Houston,13-01-2024 01:00:00,13-01-2024 04:16:00,0.637026905,18.335547458,14.738211793,Morning,70.620455420,Saturday,25.723471643,188.463791559,99.585814595,-4.842996855,2,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_291,Chevy Bolt,75,Station_451,Chicago,13-01-2024 02:00:00,13-01-2024 05:50:00,2.859080480,32.949711655,31.654278544,Evening,74.491083556,Wednesday,55.662001437,160.678618543,52.571622202,26.307504472,5,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_292,Tesla Model 3,75,Station_436,Houston,13-01-2024 03:00:00,13-01-2024 05:43:00,2.287496504,31.553156169,10.036023102,Evening,32.524861045,Thursday,23.425767530,294.058258757,83.742620736,25.926677015,2,DC Fast Charger,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_293,Tesla Model 3,100,Station_68,Houston,13-01-2024 04:00:00,13-01-2024 05:17:00,0.531884804,29.753158714,34.301109962,Night,78.399056100,Sunday,49.660210293,119.788647909,83.246262532,-9.296045391,1,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_294,BMW i3,50,Station_253,Chicago,13-01-2024 05:00:00,13-01-2024 07:35:00,1.292382385,41.877154151,17.840509727,Afternoon,65.322853472,Wednesday,54.295606885,32.145956335,87.548539950,-9.395365260,3,Level 1,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_295,BMW i3,62,Station_410,Chicago,13-01-2024 06:00:00,13-01-2024 06:36:00,1.629338481,46.848587966,36.956212333,Evening,30.639920132,Saturday,62.179035549,151.511208885,53.742442524,21.080329879,3,DC Fast Charger,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_296,Hyundai Kona,85,Station_459,Chicago,13-01-2024 07:00:00,13-01-2024 10:57:00,1.548133495,7.347029040,15.064171729,Evening,78.158789310,Thursday,78.178785314,114.766315180,80.782494914,20.831000131,4,Level 1,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_297,Hyundai Kona,75,Station_2,Chicago,13-01-2024 08:00:00,13-01-2024 11:46:00,1.347310332,29.154481713,39.588261045,Afternoon,5.337836074,Thursday,16.355654424,67.717336836,88.043702604,29.249086600,0.288408111,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_298,Chevy Bolt,75,Station_398,Chicago,13-01-2024 09:00:00,13-01-2024 09:45:00,2.062672677,36.764269762,26.740743370,Afternoon,29.318815539,Tuesday,54.753180809,200.524836818,80.765271456,6.325563652,0,Level 2,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_299,BMW i3,75,Station_108,Houston,13-01-2024 10:00:00,13-01-2024 12:38:00,3.269542110,32.933970560,20.650673872,Evening,23.993961272,Tuesday,87.852263452,205.170241689,75.363988227,5.918020657,5,Level 2,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_300,Tesla Model 3,100,Station_286,Los Angeles,13-01-2024 11:00:00,13-01-2024 13:24:00,1.086676898,40.482628961,16.584244883,Afternoon,5.699519954,Monday,54.544755369,221.583552888,81.030133880,32.634490145,3,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_301,Hyundai Kona,65.047098906,Station_49,Los Angeles,13-01-2024 12:00:00,13-01-2024 13:06:00,0.643104841,41.494238016,9.767814596,Morning,54.529012865,Monday,73.361711454,250.369928226,73.142838911,31.247335394,0,Level 1,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_302,Hyundai Kona,50,Station_140,New York,13-01-2024 13:00:00,13-01-2024 16:14:00,3.354432889,14.245986238,31.342248987,Evening,56.324648784,Sunday,63.932753776,174.138942138,87.699170511,-6.256501931,7,Level 2,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_303,Tesla Model 3,75,Station_218,Los Angeles,13-01-2024 14:00:00,13-01-2024 16:34:00,2.762507023,15.292960590,26.575187305,Afternoon,40.480082812,Wednesday,75.322647885,197.667833544,89.871641083,21.139472375,6,Level 1,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_304,Hyundai Kona,75,Station_44,Los Angeles,13-01-2024 15:00:00,13-01-2024 16:50:00,2.759986207,18.069592333,29.435894388,Evening,65.225452284,Tuesday,45.506865984,206.987901263,83.407521606,4.068853036,0,DC Fast Charger,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_305,Chevy Bolt,100,Station_417,Houston,13-01-2024 16:00:00,13-01-2024 19:41:00,2.592597277,3.508161487,23.220087806,Evening,23.540383920,Thursday,17.170614249,192.856891317,39.319201671,14.538649316,4,Level 2,Casual Driver,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_306,BMW i3,75,Station_269,Chicago,13-01-2024 17:00:00,13-01-2024 18:31:00,1.828878541,13.855271545,16.483799639,Night,18.549702418,Tuesday,37.871000889,46.223691856,66.165043750,26.694888257,7,DC Fast Charger,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_307,Tesla Model 3,33.377023571,Station_78,Chicago,13-01-2024 18:00:00,13-01-2024 19:41:00,2.686564982,23.992849572,30.691998652,Morning,20.763187643,Thursday,27.400426695,155.216925588,55.234005202,8.316822121,2,Level 1,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_308,BMW i3,85,Station_216,Houston,13-01-2024 19:00:00,13-01-2024 22:38:00,3.936570537,42.838482799,5.064048150,Morning,46.454781154,Tuesday,12.793089168,3.824527427,70.717972565,26.511767474,1.755443935,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_309,Hyundai Kona,85,Station_382,Los Angeles,13-01-2024 20:00:00,13-01-2024 22:34:00,2.008221975,33.702341205,18.585981833,Night,49.749341900,Thursday,62.637966021,177.269811428,87.470101593,31.464224787,0,DC Fast Charger,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_310,Hyundai Kona,100,Station_98,Houston,13-01-2024 21:00:00,14-01-2024 00:10:00,1.590891399,4.096052506,37.055020965,Night,66.174915561,Wednesday,57.518557510,19.842550620,59.218344209,12.629001745,2,DC Fast Charger,Casual Driver,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_311,Tesla Model 3,85,Station_236,New York,13-01-2024 22:00:00,13-01-2024 23:35:00,2.139883158,12.428454608,30.345563222,Evening,40.480082812,Tuesday,11.309421123,50.070107726,61.896834086,22.772156262,1,DC Fast Charger,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_312,Chevy Bolt,59.794139252,Station_282,Chicago,13-01-2024 23:00:00,13-01-2024 23:59:00,1.647823489,20.870007768,12.245060075,Morning,49.838238939,Friday,41.377618288,40.843654877,62.033311485,-4.843799757,5.685366889,DC Fast Charger,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_313,Nissan Leaf,75,Station_149,San Francisco,14-01-2024 00:00:00,14-01-2024 00:49:00,0.560030882,41.884231579,34.023837203,Night,50.659847014,Friday,79.256608442,206.668031430,76.338564166,14.060078741,2,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_314,Tesla Model 3,62,Station_412,New York,14-01-2024 01:00:00,14-01-2024 04:37:00,3.500201170,29.446642643,13.151438218,Afternoon,6.885479432,Thursday,62.995019739,270.382238760,70.587476451,4.057993737,7,DC Fast Charger,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_315,Nissan Leaf,75,Station_304,New York,14-01-2024 02:00:00,14-01-2024 03:51:00,0.543359127,31.454058004,9.001401096,Evening,64.763613258,Wednesday,68.682111275,213.730814765,63.140043864,-5.431969444,1,Level 2,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_316,Nissan Leaf,50,Station_484,Houston,14-01-2024 03:00:00,14-01-2024 05:16:00,3.674410026,39.080386849,11.678020987,Morning,55.420912211,Thursday,74.611690240,204.671367619,62.059917284,-9.366179122,1,DC Fast Charger,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_317,Chevy Bolt,85,Station_424,Los Angeles,14-01-2024 04:00:00,14-01-2024 07:51:00,4.615782239,4.034655716,32.356351723,Evening,37.771614581,Wednesday,52.132449293,96.841980816,93.211808497,1.730859622,7,DC Fast Charger,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_318,Nissan Leaf,75,Station_66,Chicago,14-01-2024 05:00:00,14-01-2024 08:01:00,0.738831891,18.136176918,37.810418515,Evening,44.065552748,Monday,43.363196718,261.505988873,72.855149632,21.123505818,6,Level 2,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_319,Nissan Leaf,50,Station_234,San Francisco,14-01-2024 06:00:00,14-01-2024 08:41:00,2.718104327,37.734943010,9.420847432,Afternoon,76.709964226,Tuesday,57.418238339,189.897954698,53.715795692,20.606106285,2,Level 1,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_320,Chevy Bolt,75,Station_457,New York,14-01-2024 07:00:00,14-01-2024 08:06:00,0.950053845,34.453414825,9.835010134,Afternoon,6.521023617,Wednesday,80.473863927,86.122946366,52.865652326,1.215773749,7,Level 1,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_321,Nissan Leaf,85,Station_87,San Francisco,14-01-2024 08:00:00,14-01-2024 10:41:00,2.909707270,23.680039830,20.861091014,Night,23.019693837,Thursday,78.101790952,89.420478696,68.354018680,12.016269907,3,Level 1,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_322,Nissan Leaf,100,Station_79,Los Angeles,14-01-2024 09:00:00,14-01-2024 10:46:00,2.924735272,22.416305956,7.162452048,Afternoon,62.319175552,Sunday,21.819886273,22.619488520,61.291067727,11.126462849,6,Level 1,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_323,Nissan Leaf,62,Station_205,Los Angeles,14-01-2024 10:00:00,14-01-2024 11:58:00,1.724991330,39.247074570,38.178934794,Morning,64.522431069,Sunday,31.488931193,75.831666454,66.304985029,0.397259806,6,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_324,Tesla Model 3,100,Station_279,San Francisco,14-01-2024 11:00:00,14-01-2024 14:54:00,3.526498870,38.369255139,6.452202177,Night,52.996728884,Monday,10.950912708,27.930909181,69.302388328,14.177763270,6,Level 1,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_325,Tesla Model 3,75,Station_337,Chicago,14-01-2024 12:00:00,14-01-2024 14:55:00,0.095314417,44.050484559,27.742986941,Morning,74.739387538,Sunday,27.622893420,56.325227393,61.325182772,9.990199637,3.176061926,Level 2,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_326,Tesla Model 3,62,Station_254,Los Angeles,14-01-2024 13:00:00,14-01-2024 14:57:00,3.706522188,3.660245686,25.222700924,Morning,17.890527690,Thursday,32.148874524,153.596787736,113.211065413,-4.306189809,5,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_327,Chevy Bolt,100,Station_304,San Francisco,14-01-2024 14:00:00,14-01-2024 17:43:00,2.414714252,47.447965093,7.321396397,Night,18.848843442,Friday,84.307678070,237.051298625,62.795504821,-2.876962687,1,Level 2,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_328,Hyundai Kona,100,Station_380,New York,14-01-2024 15:00:00,14-01-2024 18:25:00,1.877522371,4.669667037,33.856809319,Afternoon,58.376154452,Friday,15.359167401,96.863048156,56.580277473,16.972016794,3,Level 2,Casual Driver,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_329,Nissan Leaf,62,Station_130,San Francisco,14-01-2024 16:00:00,14-01-2024 17:02:00,2.170471714,24.646181905,31.920784874,Evening,57.819430588,Tuesday,66.554330815,222.669251085,77.724737808,34.044790171,1,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_330,Nissan Leaf,85,Station_84,San Francisco,14-01-2024 17:00:00,14-01-2024 18:27:00,1.382019849,24.742847510,12.388236508,Afternoon,13.324611044,Saturday,52.786246259,283.990492358,92.868571994,35.704863865,4,DC Fast Charger,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_331,Chevy Bolt,85,Station_276,Houston,14-01-2024 18:00:00,14-01-2024 21:50:00,2.240834005,37.659924880,11.910831369,Morning,14.503455143,Tuesday,51.142145963,168.044861446,99.986604215,12.247398914,3,Level 2,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_332,Nissan Leaf,85,Station_187,Los Angeles,14-01-2024 19:00:00,14-01-2024 19:57:00,1.972067010,19.951513324,17.650218529,Morning,26.344684590,Sunday,11.855531234,216.471553893,57.085405477,-2.058775960,3,Level 1,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_333,Tesla Model 3,6.168895844,Station_46,Chicago,14-01-2024 20:00:00,14-01-2024 21:04:00,3.473172824,9.860027648,27.986543852,Night,50.596951312,Monday,29.942229309,211.634684203,73.758798646,33.234301319,2,Level 2,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_334,Hyundai Kona,75,Station_387,Chicago,14-01-2024 21:00:00,14-01-2024 23:34:00,1.078635519,11.050168940,17.585635087,Morning,40.480082812,Sunday,71.303051007,56.544744468,95.311446858,19.374292643,7,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_335,BMW i3,62,Station_183,Houston,14-01-2024 22:00:00,15-01-2024 00:47:00,3.525445469,16.591382670,17.669228227,Night,103.812605591,Friday,52.796793275,99.941005424,89.351792110,8.330158356,3.100169235,Level 2,Casual Driver,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
